Rented Bike Count,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),DateTime,Weekday,IsWeekend,Month,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,PCA_1,PCA_2
447,-0.8274283067647681,-1.5827247382774203,0.2654704520585953,0.9258713477706347,-1.429889049169302,0.5075295936299868,-0.13179988373635532,-0.17189109245859688,2017-12-01 14:00:00,4,0,12,False,False,True,True,True,563.7274488273217,-29.258224845819342
463,-0.902779050853197,-1.0915957803773628,1.4235024471988171,0.9258713477706347,-1.1848589629195572,-0.033510787289764525,-0.13179988373635532,-0.17189109245859688,2017-12-01 15:00:00,4,0,12,False,False,True,True,True,563.5330113691566,-20.759199670100806
484,-0.9781297749804976,-0.20756365615725933,2.388528841388679,-1.0584644313665796,-0.8479427038631165,-0.3788557649313069,-0.13179988373635532,-0.17189109245859688,2017-12-01 16:00:00,4,0,12,False,False,True,True,True,-643.6026672531989,-23.71069450371357
555,-1.011618994020879,-0.011112072997236332,-0.12054017464143252,0.9258713477706347,-0.8096567620146738,-0.5630397324226333,-0.13179988373635532,-0.17189109245859688,2017-12-01 17:00:00,4,0,12,False,False,True,True,True,563.1127238634758,-2.9582005756823264
862,-1.0283636010459287,0.3817910933228097,-0.3135455455115156,0.9258713477706347,-0.6947989364693457,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 18:00:00,4,0,12,False,False,True,True,True,562.9612783523844,3.461648311521671
600,-1.0785974271113599,0.922032947012873,-0.02403748920639099,0.9258713477706347,-0.5799411109240173,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 19:00:00,4,0,12,False,False,True,True,True,562.7551483790048,11.823293405434129
426,-1.1037143401440754,1.0202587385928845,-0.21704286007647405,0.7828413454633127,-0.5799411109240173,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 20:00:00,4,0,12,False,False,True,True,True,475.73355767029784,11.829118310523029
405,-1.1455758602018409,1.118484530172896,-0.8925614855615573,0.4112921440672809,-0.587598291991242,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 21:00:00,4,0,12,False,False,True,True,True,249.7361190809886,9.65274165572113
398,-1.1539481612192246,1.2167103217529074,-0.21704286007647405,-0.09342292154591283,-0.5722839298567928,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 22:00:00,4,0,12,False,False,True,True,True,-57.247760574339054,6.604964964754899
323,-1.1874373752693241,1.2658232175429132,-0.6995561722115434,-0.28248556827398213,-0.587598291991242,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-01 23:00:00,4,0,12,False,False,True,True,True,-172.24570976491736,5.340603747146957
328,-1.2292988953270894,1.4131619049129305,-0.603053486776502,-0.728015805346215,-0.587598291991242,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 00:00:00,5,1,12,False,False,True,True,True,-443.25369888280113,3.2540197020834256
308,-1.262788119357753,1.3640490091229247,-1.0855667989115714,-0.7345918974063218,-0.6335414149069094,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 01:00:00,5,1,12,False,False,True,True,True,-447.232953520382,1.9853707005177768
262,-1.32139425143085,1.3640490091229247,-0.21704286007647405,-0.29728177540922235,-0.687141755402121,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 02:00:00,5,1,12,False,False,True,True,True,-181.27653916544705,5.199799293409555
167,-1.3716280675157173,1.118484530172896,0.4584758229286784,-0.3548225809351565,-0.7866851823006804,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 03:00:00,5,1,12,False,False,True,True,True,-216.17478719825112,0.1552978069274218
89,-1.3967449755581507,1.0202587385928845,0.2654704520585953,-0.44359982374659773,-0.8402855227958919,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 04:00:00,5,1,12,False,False,True,True,True,-270.12666163137055,-2.574197641246542
79,-1.4134895875734825,1.0202587385928845,-0.21704286007647405,-0.3860590182206636,-0.8555998849303412,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 05:00:00,5,1,12,False,False,True,True,True,-235.13224088357083,-2.2506159730999116
70,-1.4386065155770444,1.1675974259629018,0.3619730224534986,-0.4255155705813041,-0.8402855227958919,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 06:00:00,5,1,12,False,False,True,True,True,-259.1834517490404,-0.5067026266940218
146,-1.4469788116041462,1.118484530172896,0.7479837641936647,-0.26440131510868853,-0.8555998849303412,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 07:00:00,5,1,12,False,False,True,True,True,-161.18141025102886,0.07074342683273471
219,-1.430234179627686,1.0202587385928845,0.3619730224534986,-0.0013576327044182146,-0.87091428357711,-0.6436202182000886,-0.13179988373635532,-0.17189109245859688,2017-12-02 08:00:00,5,1,12,False,False,True,True,True,-1.1719339344911077,0.9910587125801982
328,-1.32139425143085,0.4800168849028212,-0.12054017464143252,0.08248754106194296,-0.9168574064927774,-0.3097867556802232,-0.13179988373635532,-0.17189109245859688,2017-12-02 09:00:00,5,1,12,False,False,True,True,True,50.02243083685494,-5.810787239654971
334,-1.1120866436566004,-0.06022496878724208,-0.12054017464143252,-0.2101485556128078,-0.9092002254255527,0.2657881555952736,-0.13179988373635532,-0.17189109245859688,2017-12-02 10:00:00,5,1,12,False,False,True,True,True,-127.7452274897912,-15.091954386931647
388,-0.9195236528879646,-0.4531281351072881,0.07246508118851226,-0.050678323155218905,-0.9015430078460086,0.49601810638269705,-0.13179988373635532,-0.17189109245859688,2017-12-02 11:00:00,5,1,12,False,False,True,True,True,-30.615193044265197,-18.29119498447789
479,-0.7185883386456756,-0.8460313014273341,-0.4100482309465571,0.3767676607517204,-0.9092002254255527,0.5996216288360572,-0.13179988373635532,-0.17189109245859688,2017-12-02 12:00:00,5,1,12,False,False,True,True,True,229.48723324350226,-19.15332046802468
606,-0.5762591864181762,-1.0915957803773628,0.07246508118851226,0.564186284464763,-0.9168574064927774,0.6341560905779264,-0.13179988373635532,-0.17189109245859688,2017-12-02 13:00:00,5,1,12,False,False,True,True,True,343.56015312030536,-20.3544686152839
611,-0.46741921829908384,-1.1407086761673686,-0.4100482309465571,0.8518903120944337,-0.8555998849303412,0.4845066191354073,-0.13179988373635532,-0.17189109245859688,2017-12-02 14:00:00,5,1,12,False,False,True,True,True,518.5457313779234,-17.47440972855523
589,-0.44230233021777854,-0.8460313014273341,0.5549783933235817,0.8486022660643803,-0.6794845743348963,0.19671916349765894,-0.13179988373635532,-0.17189109245859688,2017-12-02 15:00:00,5,1,12,False,False,True,True,True,516.4286311948374,-11.840217939569584
618,-0.5427699623875126,-0.5022410308972939,0.844486334588568,0.8354500819441668,-0.6029126723818511,-0.40187875657935546,-0.13179988373635532,-0.17189109245859688,2017-12-02 16:00:00,5,1,12,False,False,True,True,True,508.29803368820126,-6.94986736015197
572,-0.5762591864181762,-0.3549023435272766,0.7479837641936647,0.7466728391327255,-0.5646267305334084,-0.5860627283590492,-0.13179988373635532,-0.17189109245859688,2017-12-02 17:00:00,5,1,12,False,False,True,True,True,454.25056784438743,-5.508004826177725
489,-0.6181207064759415,-0.2566765519472651,-0.21704286007647405,0.4277323742175478,-0.5646267305334084,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 18:00:00,5,1,12,False,False,True,True,True,260.24711110051317,-7.151647786204293
385,-0.6599822265337069,-0.30578944773727085,0.5549783933235817,0.3767676607517204,-0.6182270527724602,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 19:00:00,5,1,12,False,False,True,True,True,229.2732209286853,-8.932726970241234
359,-0.6934714505643704,-0.3549023435272766,-0.5065508013414604,0.24360179653455855,-0.6641701756881275,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 20:00:00,5,1,12,False,False,True,True,True,148.30711594524587,-11.32840658287563
377,-0.7353329706221357,-0.15845076036725358,-0.5065508013414604,0.01837064347590206,-0.6258842338396848,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 21:00:00,5,1,12,False,False,True,True,True,11.255817079569397,-10.448041896480454
354,-0.7855667867070028,-0.20756365615725933,-0.21704286007647405,0.015082597445848682,-0.687141755402121,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 22:00:00,5,1,12,False,False,True,True,True,9.277074070309709,-11.894910050087411
366,-0.7437052666492374,-0.10933786457724784,-0.6995561722115434,-0.13945556596666014,-0.6182270527724602,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-02 23:00:00,5,1,12,False,False,True,True,True,-84.74626811694861,-11.139095626002259
342,-0.7437052666492374,-0.011112072997236332,-0.3135455455115156,-0.23152085480815476,-0.5799411109240173,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 00:00:00,6,1,12,False,False,True,True,True,-140.7747435179988,-10.272069329210645
227,-0.7520775626763392,0.5291297806928269,-0.02403748920639099,-1.5648235199948,-0.4038257820724127,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 01:00:00,6,1,12,False,False,True,True,True,-951.8432265343481,-13.189897617135706
228,-0.8023113987223346,1.0202587385928845,-0.3135455455115156,-0.9976355798105921,-0.3119395179849182,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 02:00:00,6,1,12,False,False,True,True,True,-607.0899036878187,-0.6159691939088958
117,-0.7939390827341045,0.6273555722728384,-0.12054017464143252,-0.7000674140907613,-0.4114829631396374,-0.6551317161682965,0.3114120089041348,-0.17189109245859688,2017-12-03 03:00:00,6,1,12,False,False,True,True,True,-425.9707811917052,-4.291749194972411
76,-0.7855667867070028,0.72558136385285,-0.6995561722115434,-0.6195102863544535,-0.37319702585523457,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 04:00:00,6,1,12,False,False,True,True,True,-377.01749609127455,-1.8285037438348013
32,-0.7520775626763392,0.8238071554328614,0.1689677666235538,-0.8595376465483502,-0.31959670646870775,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 05:00:00,6,1,12,False,False,True,True,True,-523.0307383591023,-2.0119674639027068
13,-0.7939390827341045,1.3640490091229247,0.7479837641936647,-1.9051362841053248,-0.2200532538974237,-0.6551317161682965,0.7546239015446249,-0.17189109245859688,2017-12-03 06:00:00,6,1,12,False,False,True,True,True,-1159.1262020584254,-3.0873783666249324
22,-0.8190560107376663,1.6096134880729536,-0.5065508013414604,-2.1500957133443017,-0.18176731204898094,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 07:00:00,6,1,12,False,False,True,True,True,-1308.19354939225,-1.5882956843020537
85,-0.8106836947494364,1.6587263838629593,0.07246508118851226,-1.9610330666162323,-0.15879575059114726,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 08:00:00,6,1,12,False,False,True,True,True,-1193.2325387014755,1.017220619828251
152,-0.7855667867070028,1.6096134880729536,0.07246508118851226,-1.9824053658115792,-0.1511385695239226,-0.6321087202318807,2.0842595794660954,-0.17189109245859688,2017-12-03 09:00:00,6,1,12,False,False,True,True,True,-1206.2130462690122,0.32404130057277314
200,-0.710216042618574,1.511387696492942,0.4584758229286784,-1.9396607674208852,-0.10519542835209547,-0.3788557649313069,-0.13179988373635532,-0.17189109245859688,2017-12-03 10:00:00,6,1,12,False,False,True,True,True,-1180.181887606788,-0.011098337777383449
273,-0.6516099305066051,1.4131619049129305,-0.3135455455115156,-1.834443294459177,-0.07456668582703711,-0.36734426053054814,-0.13179988373635532,-0.17189109245859688,2017-12-03 11:00:00,6,1,12,False,False,True,True,True,-1116.157854558451,0.05233119140891063
333,-0.5930037784723797,1.314936113332919,-0.02403748920639099,-1.7884106500384298,-0.051595106113043694,-0.16013728423770413,-0.13179988373635532,-0.17189109245859688,2017-12-03 12:00:00,6,1,12,False,False,True,True,True,-1088.1268536662812,-0.4862029924983631
495,-0.5092807383568492,1.118484530172896,0.1689677666235538,-1.7210057064223356,-0.028623544655209995,0.03555820480785014,-0.13179988373635532,-0.17189109245859688,2017-12-03 13:00:00,6,1,12,False,False,True,True,True,-1047.061545990818,-2.116960694476205
563,-0.44230233021777854,0.8729200512228672,-0.5065508013414604,-1.6683969699414816,-0.03628074397859437,0.139161658647334,-0.13179988373635532,-0.17189109245859688,2017-12-03 14:00:00,6,1,12,False,False,True,True,True,-1014.9753855897719,-4.886690689130944
621,-0.40881310618711497,0.72558136385285,-0.12054017464143252,-1.650312716776188,-0.051595106113043694,-0.04502234315093052,-0.13179988373635532,-0.17189109245859688,2017-12-03 15:00:00,6,1,12,False,False,True,True,True,-1003.9215989141098,-6.791574798342609
598,-0.44230233021777854,0.922032947012873,-0.12054017464143252,-1.7062094992870953,-0.020966363587985332,-0.424901748227404,-0.13179988373635532,-0.17189109245859688,2017-12-03 16:00:00,6,1,12,False,False,True,True,True,-1037.990345060911,-4.407705278129981
545,-0.5176530743062074,1.1675974259629018,-0.21704286007647405,-1.7736144429031897,-0.020966363587985332,-0.5975742241830734,-0.13179988373635532,-0.17189109245859688,2017-12-03 17:00:00,6,1,12,False,False,True,True,True,-1079.0748828474393,-1.8595571308418641
443,-0.5762591864181762,1.2658232175429132,0.1689677666235538,-1.824579156369017,-0.051595106113043694,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 18:00:00,6,1,12,False,False,True,True,True,-1110.1047521775504,-1.4318067004824684
422,-0.601376114421738,1.314936113332919,-0.02403748920639099,-1.8541715706394974,-0.05925230543642807,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 19:00:00,6,1,12,False,False,True,True,True,-1128.119711711396,-1.171888274194444
397,-0.6432376344795033,1.4131619049129305,-0.3135455455115156,-1.946236859480992,-0.06690948650365273,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 20:00:00,6,1,12,False,False,True,True,True,-1184.1464523820223,-0.8488589657558521
385,-0.6850991545372687,1.4131619049129305,-0.5065508013414604,-1.956100997571152,-0.10519542835209547,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 21:00:00,6,1,12,False,False,True,True,True,-1190.1439130146837,-1.4299013382521082
350,-0.7185883386456756,1.511387696492942,0.07246508118851226,-2.03172605626238,-0.11285262767547985,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 22:00:00,6,1,12,False,False,True,True,True,-1236.172053075623,-0.9287809525942095
303,-0.7520775626763392,1.5605005922829478,-0.4100482309465571,-2.0432342173675666,-0.1281669898099292,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-03 23:00:00,6,1,12,False,False,True,True,True,-1243.1886920108054,-0.6022182871990367
285,-0.726960674595034,1.4622748007029363,-1.0855667989115714,-2.0070657110369794,-0.13582418913331354,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 00:00:00,0,0,12,False,False,True,True,True,-1221.1557361227892,-1.6120570947358033
186,-0.7185883386456756,1.4131619049129305,-1.1820694843466129,-1.998845595961846,-0.13582418913331354,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 01:00:00,0,0,12,False,False,True,True,True,-1216.13837068996,-2.200512298658907
112,-0.710216042618574,1.4131619049129305,0.07246508118851226,-2.02186191817222,-0.1281669898099292,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 02:00:00,0,0,12,False,False,True,True,True,-1230.1358797283676,-2.3234139791334627
65,-0.777194490679901,1.314936113332919,0.5549783933235817,-2.0235059411872465,-0.21239607283019904,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 03:00:00,0,0,12,False,False,True,True,True,-1231.0955416546822,-4.718322783666309
41,-0.8441729187800998,1.511387696492942,-0.21704286007647405,-2.1484516903292747,-0.2277104440927282,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 04:00:00,0,0,12,False,False,True,True,True,-1307.1551754344393,-3.4562589036015794
82,-0.9111513468802988,1.2167103217529074,0.9409891350637478,-1.946236859480992,-0.35022545983336095,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 05:00:00,0,0,12,False,False,True,True,True,-1184.0614240128673,-7.139688748608428
200,-0.9781297749804976,0.8729200512228672,1.9060157593338867,-1.7522421437078426,-0.503369227227132,-0.6551317161682965,-0.04315750388738292,-0.17189109245859688,2017-12-04 06:00:00,0,0,12,False,False,True,True,True,-1065.9471854119063,-11.82796143725583
498,-1.0618528188387397,0.4800168849028212,1.6165078180689003,-1.2080705257340083,-0.6947989364693457,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 07:00:00,0,0,12,False,False,True,True,True,-734.8501696357337,-14.439683899317998
937,-1.1455758602018409,0.5291297806928269,1.7130103884638035,-0.7937767259472827,-0.7483992404522377,-0.6436202182000886,-0.13179988373635532,-0.17189109245859688,2017-12-04 08:00:00,0,0,12,False,False,True,True,True,-482.9099602136898,-10.841861602327292
509,-1.2041819872846558,-0.5513539266872997,2.388528841388679,0.7417407700876455,-1.177201818364652,-0.40187875657935546,-0.13179988373635532,-0.17189109245859688,2017-12-04 09:00:00,0,0,12,False,False,True,True,True,451.3496785431796,-16.10641467058023
311,-1.1706927732345564,-0.8951441972173398,2.678037012733942,0.9258713477706347,-1.3073740060444297,0.08160415379700908,-0.13179988373635532,-0.17189109245859688,2017-12-04 10:00:00,0,0,12,False,False,True,True,True,563.4645479064382,-20.20614917657859
379,-1.1204589471691253,-0.8460313014273341,2.2920262709937758,0.5954227217502701,-1.2384593399270882,0.4269491142850824,-0.13179988373635532,-0.17189109245859688,2017-12-04 11:00:00,0,0,12,False,False,True,True,True,362.478075832327,-21.692836684145398
393,-1.1037143401440754,-0.9933699887973514,2.967545184079205,0.6348792741109107,-1.2997167884648855,0.6226446033306366,-0.13179988373635532,-0.17189109245859688,2017-12-04 12:00:00,0,0,12,False,False,True,True,True,386.53191454723174,-23.83932125661677
391,-1.0785974271113599,-1.3862731551173975,3.546561066609178,0.82394192083898,-1.4988037152866434,0.691713526814375,-0.13179988373635532,-0.17189109245859688,2017-12-04 13:00:00,0,0,12,False,False,True,True,True,501.66781832207926,-29.15928822430738
338,-1.07022512297505,-1.5336118424874146,2.678037012733942,0.9258713477706347,-1.590690034142617,0.5996216288360572,-0.13179988373635532,-0.17189109245859688,2017-12-04 14:00:00,0,0,12,False,False,True,True,True,563.7160112006718,-30.996341264148143
341,-1.08696973124767,-1.631837634067426,3.9325718083493437,0.9258713477706347,-1.6749189893697687,0.35788012218746773,-0.13179988373635532,-0.17189109245859688,2017-12-04 15:00:00,0,0,12,False,False,True,True,True,563.7567730372496,-33.13506745591893
375,-1.0953420353839802,-1.7300634256474376,2.8710421535237485,0.9258713477706347,-1.7514908730666543,-0.021999300042474794,-0.13179988373635532,-0.17189109245859688,2017-12-04 16:00:00,0,0,12,False,False,True,True,True,563.7964955112654,-35.14510895987346
515,-1.1874373752693241,-1.5827247382774203,3.4500584962142744,0.9258713477706347,-1.7132049312182116,-0.4479247398754525,-0.13179988373635532,-0.17189109245859688,2017-12-04 17:00:00,0,0,12,False,False,True,True,True,563.7393686614014,-33.20647474841286
807,-1.254415803369523,-1.4353860509074032,2.0990211302039694,0.9258713477706347,-1.6672619178395023,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 18:00:00,0,0,12,False,False,True,True,True,563.6815217486476,-31.06254347365408
568,-1.32139425143085,-1.288047363537386,1.4235024471988171,0.9258713477706347,-1.636633047521326,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 19:00:00,0,0,12,False,False,True,True,True,563.6246778182883,-29.04287208483241
398,-1.380000363542819,-0.9933699887973514,1.2304970763287342,0.9258713477706347,-1.5217752950006367,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 20:00:00,0,0,12,False,False,True,True,True,563.5092934723712,-24.24162646991911
397,-1.4637234036583495,-0.7478055098473226,2.678037012733942,0.9258713477706347,-1.483489353152194,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 21:00:00,0,0,12,False,False,True,True,True,563.4161930720732,-20.86449612244529
353,-1.5223295556925749,-0.6495797182673111,0.7479837641936647,0.9258713477706347,-1.483489353152194,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 22:00:00,0,0,12,False,False,True,True,True,563.3787484985003,-19.721944545840685
248,-1.5641910757503403,-0.6986926140573169,0.6514811937987615,0.9258713477706347,-1.54474687471463,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-04 23:00:00,0,0,12,False,False,True,True,True,563.3996103999759,-21.092882902865554
216,-1.5893079638316456,-0.7969184056373284,0.844486334588568,0.9258713477706347,-1.6060043232524275,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 00:00:00,1,0,12,False,False,True,True,True,563.4388879356304,-23.089113863209334
198,-1.622797187862309,-0.8460313014273341,1.037491705458651,0.9258713477706347,-1.6596047002599583,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 01:00:00,1,0,12,False,False,True,True,True,563.4595256542239,-24.364658045993345
124,-1.647914115865871,-0.8460313014273341,0.7479837641936647,0.9258713477706347,-1.6749189893697687,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 02:00:00,1,0,12,False,False,True,True,True,563.4599937623238,-24.600708297973256
62,-1.6562864118929725,-0.9442570930073456,0.2654704520585953,0.9258713477706347,-1.7285193663772997,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 03:00:00,1,0,12,False,False,True,True,True,563.4988226943431,-26.447838159146535
42,-1.6814032999742778,-1.1898215719573744,1.2304970763287342,0.9258713477706347,-1.8740059161915266,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 04:00:00,1,0,12,False,False,True,True,True,563.5970887581811,-31.199687701099847
82,-1.698147931950738,-1.2389344677473801,0.844486334588568,0.9258713477706347,-1.9122918580399693,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 05:00:00,1,0,12,False,False,True,True,True,563.6169272207121,-32.2699639786448
172,-1.698147931950738,-1.1898215719573744,1.4235024471988171,0.9258713477706347,-1.8893203513506147,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 06:00:00,1,0,12,False,False,True,True,True,563.5977710528784,-31.400129649787594
381,-1.7065202279778398,-1.2389344677473801,0.4584758229286784,0.9258713477706347,-1.9199490756195134,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 07:00:00,1,0,12,False,False,True,True,True,563.6171221669922,-32.364152162687134
812,-1.7567540839849634,-1.0915957803773628,-0.12054017464143252,0.9258713477706347,-1.8816631337710708,-0.6436202182000886,-0.13179988373635532,-0.17189109245859688,2017-12-05 08:00:00,1,0,12,False,False,True,True,True,563.5600656963404,-30.205091520204377
462,-1.7148925240049415,-1.3371602593273917,-0.4100482309465571,0.8831267493799408,-1.9812065241573107,-0.4133902609801143,-0.13179988373635532,-0.17189109245859688,2017-12-05 09:00:00,1,0,12,False,False,True,True,True,537.6607583676864,-34.64807755812298
269,-1.5390741477467784,-1.5827247382774203,1.037491705458651,0.871618588274754,-1.9965209593163988,0.08160415379700908,-0.13179988373635532,-0.17189109245859688,2017-12-05 10:00:00,1,0,12,False,False,True,True,True,530.755647537474,-37.536900670896415
334,-1.4051172915463808,-1.631837634067426,-1.6645827964816822,0.8584664041545405,-1.9199490756195134,-0.6551317161682965,-0.13179988373635532,-0.17189109245859688,2017-12-05 11:00:00,1,0,12,False,False,True,True,True,522.7715569606062,-37.08211688401373
